Formatted_Date,Referee,HomeTeam,AwayTeam,HY,AY,HR,AR,Yellow_Cards,Red_Cards
21-08-2001,S Dunn,Bolton,Middlesbrough,1,1,0,0,2,0
21-08-2001,E Wolstenholme,Ipswich,Derby,0,3,0,1,3,1
22-08-2001,A Wiley,Blackburn,Man United,2,1,1,0,3,1
22-08-2001,B. Knight ,Fulham,Sunderland,0,2,0,0,2,0
25-08-2001,A D'Urso,Arsenal,Leicester,1,4,1,1,5,2
25-08-2001,S Bennett,Blackburn,Tottenham,1,1,0,0,2,0
25-08-2001,U Rennie,Everton,Middlesbrough,2,1,0,0,3,0
25-08-2001,M Dean,Fulham,Derby,2,3,0,0,5,0
25-08-2001,S Dunn,Ipswich,Charlton,2,6,0,0,8,0
25-08-2001,D Elleray,Southampton,Chelsea,0,1,0,0,1,0
25-08-2001,P Durkin,West Ham,Leeds,3,2,0,0,5,0
26-08-2001,G Barber,Aston Villa,Man United,0,2,0,0,2,0
26-08-2001,M Riley,Newcastle,Sunderland,2,2,0,0,4,0
27-08-2001,G Poll,Bolton,Liverpool,2,2,0,0,4,0
08-09-2001,M Riley,Chelsea,Arsenal,1,5,1,0,6,1
08-09-2001,C Wilkes,Derby,West Ham,5,2,0,0,7,0
08-09-2001,S Bennett,Leeds,Bolton,1,1,0,0,2,0
08-09-2001,B. Knight,Leicester,Ipswich,3,3,1,1,6,2
08-09-2001,A D'Urso,Liverpool,Aston Villa,3,1,1,0,4,1
08-09-2001,D Gallagher,Man United,Everton,0,1,0,0,1,0
08-09-2001,G Poll,Middlesbrough,Newcastle,1,3,1,0,4,1
08-09-2001,M Dean,Sunderland,Blackburn,2,3,0,0,5,0
09-09-2001,J Winter,Charlton,Fulham,2,1,0,0,3,0
09-09-2001,A Wiley,Tottenham,Southampton,0,0,0,0,0,0
15-09-2001,D Pugh,Bolton,Southampton,1,1,0,0,2,0
15-09-2001,G Barber,Derby,Leicester,5,3,0,0,8,0
15-09-2001,P Durkin,Everton,Liverpool,0,1,0,0,1,0
15-09-2001,A Wiley,Fulham,Arsenal,3,4,0,0,7,0
15-09-2001,M Riley,Middlesbrough,West Ham,2,3,0,1,5,1
15-09-2001,S Bennett,Newcastle,Man United,2,1,0,1,3,1
16-09-2001,U Rennie,Aston Villa,Sunderland,0,4,0,0,4,0
16-09-2001,M Halsey,Charlton,Leeds,2,1,1,0,3,1
16-09-2001,G Poll,Ipswich,Blackburn,3,1,0,0,4,0
16-09-2001,S Dunn,Tottenham,Chelsea,1,4,0,1,5,1
17-09-2001,N Barry,Leicester,Middlesbrough,0,1,0,0,1,0
19-09-2001,J Winter,Blackburn,Bolton,0,4,0,0,4,0
19-09-2001,P Durkin,Sunderland,Tottenham,1,2,0,0,3,0
22-09-2001,C Wilkes,Arsenal,Bolton,1,1,0,1,2,1
22-09-2001,G Barber,Blackburn,Everton,1,2,0,0,3,0
22-09-2001,E Wolstenholme,Leicester,Fulham,2,2,0,0,4,0
22-09-2001,D Gallagher,Liverpool,Tottenham,0,1,0,0,1,0
22-09-2001,N Barry,Man United,Ipswich,0,1,0,0,1,0
22-09-2001,A D'Urso,Sunderland,Charlton,2,3,0,0,5,0
23-09-2001,R Styles,Chelsea,Middlesbrough,4,1,0,0,5,0
23-09-2001,A Wiley,Leeds,Derby,1,2,0,0,3,0
23-09-2001,P Jones,West Ham,Newcastle,3,0,0,0,3,0
24-09-2001,S Dunn,Southampton,Aston Villa,1,2,1,1,3,2
26-09-2001,D Pugh,Newcastle,Leicester,2,3,0,0,5,0
29-09-2001,D Elleray,Bolton,Sunderland,1,1,0,0,2,0
29-09-2001,M Dean,Charlton,Leicester,1,2,1,1,3,2
29-09-2001,R Styles,Derby,Arsenal,3,3,0,1,6,1
29-09-2001,P Durkin,Everton,West Ham,0,0,0,0,0,0
29-09-2001,A Wiley,Middlesbrough,Southampton,0,1,0,0,1,0
29-09-2001,J Winter,Tottenham,Man United,3,3,0,0,6,0
30-09-2001,M Halsey,Aston Villa,Blackburn,2,2,0,0,4,0
30-09-2001,G Poll,Fulham,Chelsea,1,4,0,1,5,1
30-09-2001,A D'Urso,Ipswich,Leeds,0,1,0,0,1,0
30-09-2001,G Barber,Newcastle,Liverpool,1,4,0,0,5,0
13-10-2001,M Riley,Bolton,Newcastle,2,2,1,0,4,1
13-10-2001,D Elleray,Charlton,Middlesbrough,2,1,0,0,3,0
13-10-2001,J Winter,Chelsea,Leicester,0,0,0,0,0,0
13-10-2001,C Wilkes,Ipswich,Everton,0,1,0,0,1,0
13-10-2001,A Wiley,Liverpool,Leeds,3,2,0,0,5,0
13-10-2001,G Barber,Southampton,Arsenal,2,1,1,0,3,1
13-10-2001,G Poll,Sunderland,Man United,0,0,0,0,0,0
14-10-2001,P Durkin,Aston Villa,Fulham,1,1,0,0,2,0
14-10-2001,A D'Urso,Blackburn,West Ham,1,3,0,1,4,1
15-10-2001,M Halsey,Tottenham,Derby,0,2,0,0,2,0
20-10-2001,U Rennie,Arsenal,Blackburn,1,2,0,0,3,0
20-10-2001,A D'Urso,Derby,Charlton,3,0,0,0,3,0
20-10-2001,R Styles,Everton,Aston Villa,0,1,0,0,1,0
20-10-2001,M Halsey,Leicester,Liverpool,1,2,0,0,3,0
20-10-2001,G Barber,Man United,Bolton,0,0,0,0,0,0
20-10-2001,N Barry,West Ham,Southampton,0,1,0,1,1,1
21-10-2001,M Riley,Fulham,Ipswich,2,3,1,0,5,1
21-10-2001,P Durkin,Leeds,Chelsea,2,3,0,0,5,0
21-10-2001,A Wiley,Newcastle,Tottenham,2,1,0,0,3,0
22-10-2001,M Halsey,Middlesbrough,Sunderland,1,2,1,0,3,1
24-10-2001,D Pugh,Aston Villa,Charlton,0,0,0,0,0,0
24-10-2001,U Rennie,Southampton,Ipswich,2,1,0,0,3,0
24-10-2001,D Gallagher,West Ham,Chelsea,0,0,0,0,0,0
27-10-2001,E Wolstenholme,Aston Villa,Bolton,2,3,0,0,5,0
27-10-2001,P Jones,Charlton,Liverpool,0,1,0,1,1,1
27-10-2001,J Winter,Everton,Newcastle,1,2,0,0,3,0
27-10-2001,A D'Urso,Fulham,Southampton,0,2,0,0,2,0
27-10-2001,D Gallagher,Man United,Leeds,3,3,0,0,6,0
27-10-2001,M Riley,Sunderland,Arsenal,3,3,0,0,6,0
27-10-2001,M Dean,Tottenham,Middlesbrough,0,0,0,0,0,0
28-10-2001,S Bennett,Derby,Chelsea,1,4,0,0,5,0
28-10-2001,S Dunn,Ipswich,West Ham,2,2,0,0,4,0
29-10-2001,R Styles,Blackburn,Leicester,6,2,0,0,8,0
03-11-2001,A D'Urso,Bolton,Everton,4,2,1,0,6,1
03-11-2001,S Dunn,Leicester,Sunderland,1,3,0,0,4,0
03-11-2001,N Barry,Middlesbrough,Derby,0,1,0,0,1,0
03-11-2001,C Wilkes,Newcastle,Aston Villa,0,3,0,0,3,0
03-11-2001,A Wiley,Southampton,Blackburn,1,1,0,0,2,0
03-11-2001,G Barber,West Ham,Fulham,1,3,0,0,4,0
04-11-2001,M Halsey,Arsenal,Charlton,3,2,0,0,5,0
04-11-2001,R Styles,Chelsea,Ipswich,0,2,0,0,2,0
04-11-2001,S Bennett,Leeds,Tottenham,1,3,0,0,4,0
04-11-2001,G Poll,Liverpool,Man United,0,0,0,0,0,0
17-11-2001,P Jones,Aston Villa,Middlesbrough,1,2,0,0,3,0
17-11-2001,M Riley,Blackburn,Liverpool,2,0,0,0,2,0
17-11-2001,P Durkin,Derby,Southampton,0,1,0,0,1,0
17-11-2001,E Wolstenholme,Fulham,Newcastle,0,6,0,0,6,0
17-11-2001,A D'Urso,Man United,Leicester,2,1,0,0,3,0
17-11-2001,J Winter,Tottenham,Arsenal,2,1,0,0,3,0
18-11-2001,M Halsey,Everton,Chelsea,1,3,0,0,4,0
18-11-2001,S Bennett,Ipswich,Bolton,0,2,0,0,2,0
18-11-2001,G Barber,Sunderland,Leeds,1,3,0,0,4,0
19-11-2001,A Wiley,Charlton,West Ham,1,2,0,0,3,0
24-11-2001,M Dean,Bolton,Fulham,1,1,0,0,2,0
24-11-2001,G Poll,Chelsea,Blackburn,0,2,0,0,2,0
24-11-2001,U Rennie,Leicester,Everton,2,1,0,0,3,0
24-11-2001,R Styles,Newcastle,Derby,1,2,0,0,3,0
24-11-2001,D Gallagher,Southampton,Charlton,0,1,0,0,1,0
24-11-2001,D Elleray,West Ham,Tottenham,2,2,0,0,4,0
25-11-2001,P Jones,Arsenal,Man United,2,3,0,0,5,0
25-11-2001,N Barry,Leeds,Aston Villa,2,2,1,0,4,1
25-11-2001,S Bennett,Liverpool,Sunderland,1,3,1,0,4,1
25-11-2001,D Pugh,Middlesbrough,Ipswich,0,0,0,0,0,0
01-12-2001,S Bennett,Aston Villa,Leicester,0,4,1,0,4,1
01-12-2001,B. Knight,Blackburn,Middlesbrough,1,2,0,0,3,0
01-12-2001,A D'Urso,Charlton,Newcastle,1,2,0,1,3,1
01-12-2001,G Barber,Derby,Liverpool,1,2,0,0,3,0
01-12-2001,D Elleray,Ipswich,Arsenal,0,2,0,0,2,0
01-12-2001,A Wiley,Man United,Chelsea,2,3,0,0,5,0
01-12-2001,P Jones,Sunderland,West Ham,3,0,0,0,3,0
02-12-2001,J Winter,Everton,Southampton,0,1,0,0,1,0
02-12-2001,G Poll,Fulham,Leeds,1,2,0,0,3,0
03-12-2001,P Durkin,Tottenham,Bolton,0,2,0,0,2,0
05-12-2001,D Gallagher,Chelsea,Charlton,1,1,0,0,2,0
05-12-2001,M Dean,West Ham,Aston Villa,2,1,0,0,3,0
08-12-2001,S Dunn,Charlton,Tottenham,3,1,0,0,4,0
08-12-2001,M Messias,Derby,Bolton,0,4,0,0,4,0
08-12-2001,P Dowd,Fulham,Everton,2,4,1,1,6,2
08-12-2001,G Poll,Leicester,Southampton,1,0,0,0,1,0
08-12-2001,D Gallagher,Liverpool,Middlesbrough,0,2,0,0,2,0
08-12-2001,P Durkin,Man United,West Ham,5,3,0,0,8,0
09-12-2001,A Wiley,Arsenal,Aston Villa,4,0,0,0,4,0
09-12-2001,A D'Urso,Blackburn,Leeds,1,5,0,0,6,0
09-12-2001,R Styles,Ipswich,Newcastle,3,1,0,0,4,0
09-12-2001,N Barry,Sunderland,Chelsea,1,3,0,0,4,0
12-12-2001,J Winter,Liverpool,Fulham,0,0,0,0,0,0
12-12-2001,M Halsey,Man United,Derby,1,2,0,0,3,0
15-12-2001,C Foy,Bolton,Charlton,1,2,0,0,3,0
15-12-2001,C Wilkes,Everton,Derby,1,1,0,0,2,0
15-12-2001,D Elleray,Middlesbrough,Man United,2,3,0,0,5,0
15-12-2001,S Dunn,Newcastle,Blackburn,0,3,0,0,3,0
15-12-2001,D Pugh,Southampton,Sunderland,1,2,0,0,3,0
15-12-2001,N Barry,Tottenham,Fulham,3,2,0,0,5,0
15-12-2001,M Riley,West Ham,Arsenal,4,3,0,0,7,0
16-12-2001,M Halsey,Chelsea,Liverpool,2,3,0,0,5,0
16-12-2001,R Styles,Leeds,Leicester,1,3,0,0,4,0
17-12-2001,M Dean,Aston Villa,Ipswich,0,1,0,0,1,0
18-12-2001,G Poll,Arsenal,Newcastle,3,3,1,1,6,2
19-12-2001,P Jones,Leeds,Everton,1,1,0,0,2,0
22-12-2001,A Wiley,Charlton,Blackburn,2,3,0,0,5,0
22-12-2001,D Elleray,Derby,Aston Villa,0,1,0,0,1,0
22-12-2001,J Winter,Leeds,Newcastle,2,1,0,0,3,0
22-12-2001,E Wolstenholme,Leicester,West Ham,2,2,1,0,4,1
22-12-2001,S Dunn,Man United,Southampton,1,1,0,0,2,0
22-12-2001,"Knight, B.",Sunderland,Everton,1,4,0,0,5,0
22-12-2001,M Riley,Tottenham,Ipswich,1,2,1,0,3,1
23-12-2001,U Rennie,Chelsea,Bolton,2,2,0,0,4,0
23-12-2001,P Durkin,Liverpool,Arsenal,1,4,0,1,5,1
26-12-2001,G Barber,Arsenal,Chelsea,2,4,0,0,6,0
26-12-2001,A D'Urso,Aston Villa,Liverpool,1,0,0,0,1,0
26-12-2001,C Wilkes,Blackburn,Sunderland,1,2,1,0,3,1
26-12-2001,A Wiley,Bolton,Leeds,1,3,0,0,4,0
26-12-2001,U Rennie,Everton,Man United,0,1,0,0,1,0
26-12-2001,S Bennett,Fulham,Charlton,2,1,0,0,3,0
26-12-2001,N Barry,Ipswich,Leicester,0,2,0,0,2,0
26-12-2001,M Halsey,Newcastle,Middlesbrough,0,1,0,0,1,0
26-12-2001,P Jones,Southampton,Tottenham,0,3,0,0,3,0
26-12-2001,G Poll,West Ham,Derby,1,3,0,1,4,1
29-12-2001,A D'Urso,Arsenal,Middlesbrough,3,4,0,0,7,0
29-12-2001,E Wolstenholme,Aston Villa,Tottenham,0,3,0,0,3,0
29-12-2001,D Pugh,Blackburn,Derby,2,4,0,0,6,0
29-12-2001,M Riley,Bolton,Leicester,2,3,2,1,5,3
29-12-2001,G Barber,Everton,Charlton,1,3,0,0,4,0
29-12-2001,G Poll,Ipswich,Sunderland,1,1,0,0,2,0
29-12-2001,S Bennett,Newcastle,Chelsea,0,3,0,0,3,0
29-12-2001,M Halsey,Southampton,Leeds,1,1,0,0,2,0
29-12-2001,R Styles,West Ham,Liverpool,1,0,0,0,1,0
30-12-2001,D Gallagher,Fulham,Man United,0,2,0,0,2,0
01-01-2002,U Rennie,Charlton,Ipswich,2,2,0,0,4,0
01-01-2002,E Wolstenholme,Chelsea,Southampton,2,1,0,0,3,0
01-01-2002,S Dunn,Leeds,West Ham,3,2,0,0,5,0
01-01-2002,C Wilkes,Liverpool,Bolton,1,4,0,0,5,0
01-01-2002,R Styles,Middlesbrough,Everton,1,2,0,0,3,0
01-01-2002,M Riley,Sunderland,Aston Villa,1,3,0,0,4,0
01-01-2002,J Winter,Tottenham,Blackburn,0,1,0,0,1,0
02-01-2002,"Knight, B.",Derby,Fulham,1,2,0,0,3,0
02-01-2002,P Jones,Man United,Newcastle,1,1,0,0,2,0
09-01-2002,G Poll,Southampton,Liverpool,0,1,0,0,1,0
12-01-2002,M Halsey,Aston Villa,Derby,2,3,0,1,5,1
12-01-2002,N Barry,Blackburn,Charlton,0,0,0,1,0,1
12-01-2002,J Winter,Bolton,Chelsea,0,1,0,0,1,0
12-01-2002,D Elleray,Everton,Sunderland,1,1,0,0,2,0
12-01-2002,M Dean,Fulham,Middlesbrough,1,2,0,0,3,0
12-01-2002,M Messias,Ipswich,Tottenham,0,1,0,0,1,0
12-01-2002,G Barber,Newcastle,Leeds,3,6,0,1,9,1
12-01-2002,D Gallagher,West Ham,Leicester,1,2,0,0,3,0
13-01-2002,S Dunn,Arsenal,Liverpool,1,1,0,0,2,0
13-01-2002,S Bennett,Southampton,Man United,1,1,0,0,2,0
19-01-2002,P Durkin,Derby,Ipswich,0,2,0,0,2,0
19-01-2002,A Wiley,Leicester,Newcastle,2,2,0,0,4,0
19-01-2002,N Barry,Liverpool,Southampton,0,1,0,0,1,0
19-01-2002,U Rennie,Man United,Blackburn,1,0,0,0,1,0
19-01-2002,G Poll,Middlesbrough,Bolton,1,1,0,0,2,0
19-01-2002,P Jones,Sunderland,Fulham,3,2,0,0,5,0
19-01-2002,C Wilkes,Tottenham,Everton,0,2,0,0,2,0
20-01-2002,A D'Urso,Chelsea,West Ham,3,1,0,1,4,1
20-01-2002,M Halsey,Leeds,Arsenal,1,2,0,0,3,0
21-01-2002,R Styles,Charlton,Aston Villa,1,1,0,0,2,0
22-01-2002,G Barber,Man United,Liverpool,1,2,0,0,3,0
23-01-2002,D Elleray,Leicester,Arsenal,2,0,0,0,2,0
29-01-2002,A D'Urso,Bolton,Man United,0,0,0,0,0,0
29-01-2002,D Pugh,Charlton,Derby,1,2,0,0,3,0
29-01-2002,P Durkin,Sunderland,Middlesbrough,0,2,0,1,2,1
30-01-2002,C Foy,Aston Villa,Everton,1,3,0,0,4,0
30-01-2002,D Gallagher,Blackburn,Arsenal,2,2,0,1,4,1
30-01-2002,S Bennett,Chelsea,Leeds,1,2,0,0,3,0
30-01-2002,A Wiley,Ipswich,Fulham,1,2,0,0,3,0
30-01-2002,"Knight, B.",Liverpool,Leicester,1,2,0,0,3,0
30-01-2002,P Dowd,Southampton,West Ham,0,3,0,0,3,0
30-01-2002,M Dean,Tottenham,Newcastle,1,1,0,0,2,0
02-02-2002,C Wilkes,Arsenal,Southampton,2,3,0,0,5,0
02-02-2002,U Rennie,Derby,Tottenham,3,2,0,0,5,0
02-02-2002,S Dunn,Everton,Ipswich,1,0,0,0,1,0
02-02-2002,M Messias,Fulham,Aston Villa,1,2,0,0,3,0
02-02-2002,G Barber,Leicester,Chelsea,1,3,0,0,4,0
02-02-2002,R Styles,Man United,Sunderland,1,3,0,0,4,0
02-02-2002,D Elleray,Newcastle,Bolton,0,0,0,0,0,0
02-02-2002,P Jones,West Ham,Blackburn,2,3,0,0,5,0
03-02-2002,G Poll,Leeds,Liverpool,2,1,0,0,3,0
03-02-2002,M Riley,Middlesbrough,Charlton,1,2,0,0,3,0
09-02-2002,P Durkin,Aston Villa,Chelsea,1,1,0,0,2,0
09-02-2002,D Pugh,Bolton,West Ham,1,3,0,0,4,0
09-02-2002,G Poll,Derby,Sunderland,0,1,0,0,1,0
09-02-2002,M Halsey,Fulham,Blackburn,3,2,0,1,5,1
09-02-2002,S Bennett,Ipswich,Liverpool,0,0,0,0,0,0
09-02-2002,N Barry,Middlesbrough,Leeds,1,1,0,0,2,0
09-02-2002,"Knight, B.",Newcastle,Southampton,0,1,0,0,1,0
09-02-2002,A D'Urso,Tottenham,Leicester,0,1,0,0,1,0
10-02-2002,A Wiley,Charlton,Man United,0,1,0,0,1,0
10-02-2002,J Winter,Everton,Arsenal,0,5,0,0,5,0
19-02-2002,D Gallagher,Middlesbrough,Fulham,1,2,0,0,3,0
23-02-2002,U Rennie,Arsenal,Fulham,0,1,0,0,1,0
23-02-2002,M Riley,Leicester,Derby,4,2,0,0,6,0
23-02-2002,D Elleray,Liverpool,Everton,0,2,0,0,2,0
23-02-2002,J Winter,Man United,Aston Villa,0,0,0,0,0,0
23-02-2002,E Wolstenholme,Southampton,Bolton,1,3,1,0,4,1
23-02-2002,C Foy,West Ham,Middlesbrough,2,5,0,1,7,1
24-02-2002,M Dean,Leeds,Charlton,0,3,0,0,3,0
24-02-2002,G Barber,Sunderland,Newcastle,3,1,0,0,4,0
02-03-2002,G Barber,Aston Villa,West Ham,0,1,0,0,1,0
02-03-2002,P Durkin,Bolton,Blackburn,1,0,0,1,1,1
02-03-2002,G Poll,Charlton,Chelsea,2,1,0,0,3,0
02-03-2002,A Wiley,Fulham,Liverpool,3,2,0,0,5,0
02-03-2002,M Halsey,Ipswich,Southampton,0,1,0,0,1,0
02-03-2002,E Wolstenholme,Middlesbrough,Leicester,2,4,0,0,6,0
02-03-2002,N Barry,Newcastle,Arsenal,0,1,0,0,1,0
02-03-2002,R Styles,Tottenham,Sunderland,0,1,0,0,1,0
03-03-2002,S Dunn,Derby,Man United,2,0,0,0,2,0
03-03-2002,A D'Urso,Everton,Leeds,1,2,0,1,3,1
05-03-2002,G Barber,Arsenal,Derby,1,2,0,0,3,0
05-03-2002,S Bennett,Blackburn,Aston Villa,1,2,0,0,3,0
05-03-2002,G Poll,Sunderland,Bolton,2,1,0,0,3,0
06-03-2002,P Jones,Chelsea,Fulham,1,0,0,0,1,0
06-03-2002,D Gallagher,Leeds,Ipswich,1,3,0,0,4,0
06-03-2002,J Winter,Liverpool,Newcastle,0,0,0,0,0,0
06-03-2002,M Riley,Man United,Tottenham,2,3,0,1,5,1
06-03-2002,U Rennie,Southampton,Middlesbrough,1,1,0,1,2,1
06-03-2002,"Knight, B.",West Ham,Everton,0,2,0,0,2,0
09-03-2002,C Wilkes,Leicester,Charlton,1,3,0,0,4,0
13-03-2002,P Dowd,Blackburn,Ipswich,3,2,0,0,5,0
13-03-2002,A Wiley,Chelsea,Tottenham,1,3,0,1,4,1
16-03-2002,D Elleray,Bolton,Derby,0,0,1,0,0,1
16-03-2002,"Knight, B.",Chelsea,Sunderland,2,2,0,0,4,0
16-03-2002,G Barber,Everton,Fulham,2,4,1,0,6,1
16-03-2002,A D'Urso,Middlesbrough,Liverpool,0,2,0,0,2,0
16-03-2002,M Riley,Newcastle,Ipswich,1,1,0,0,2,0
16-03-2002,M Dean,Southampton,Leicester,0,3,0,0,3,0
16-03-2002,M Halsey,West Ham,Man United,2,2,0,0,4,0
17-03-2002,S Dunn,Aston Villa,Arsenal,1,2,0,0,3,0
17-03-2002,G Poll,Leeds,Blackburn,2,1,0,0,3,0
18-03-2002,J Winter,Tottenham,Charlton,1,0,0,0,1,0
23-03-2002,C Foy,Charlton,Bolton,1,2,0,0,3,0
23-03-2002,N Barry,Derby,Everton,2,3,0,0,5,0
23-03-2002,D Pugh,Ipswich,Aston Villa,1,2,0,0,3,0
23-03-2002,S Dunn,Leicester,Leeds,2,2,0,0,4,0
23-03-2002,S Bennett,Man United,Middlesbrough,4,2,0,0,6,0
23-03-2002,M Messias,Sunderland,Southampton,2,3,0,0,5,0
24-03-2002,P Durkin,Fulham,Tottenham,2,2,0,0,4,0
24-03-2002,M Halsey,Liverpool,Chelsea,1,1,0,0,2,0
29-03-2002,G Poll,Newcastle,Everton,0,3,0,0,3,0
30-03-2002,P Durkin,Arsenal,Sunderland,0,3,0,0,3,0
30-03-2002,R Styles,Bolton,Aston Villa,3,1,0,0,4,0
30-03-2002,M Dean,Chelsea,Derby,3,4,0,0,7,0
30-03-2002,D Elleray,Leeds,Man United,1,2,0,0,3,0
30-03-2002,G Barber,Leicester,Blackburn,0,1,0,0,1,0
30-03-2002,D Gallagher,Liverpool,Charlton,1,2,0,0,3,0
30-03-2002,P Dowd,Middlesbrough,Tottenham,0,3,0,0,3,0
30-03-2002,J Winter,Southampton,Fulham,1,1,0,0,2,0
30-03-2002,A Wiley,West Ham,Ipswich,0,2,0,0,2,0
01-04-2002,C Wilkes,Blackburn,Southampton,0,1,0,0,1,0
01-04-2002,A D'Urso,Charlton,Arsenal,2,2,0,0,4,0
01-04-2002,P Durkin,Derby,Middlesbrough,1,0,0,0,1,0
01-04-2002,S Bennett,Everton,Bolton,1,1,1,1,2,2
01-04-2002,M Halsey,Fulham,West Ham,1,1,0,0,2,0
01-04-2002,E Wolstenholme,Ipswich,Chelsea,0,0,0,0,0,0
01-04-2002,N Barry,Sunderland,Leicester,3,2,0,0,5,0
01-04-2002,U Rennie,Tottenham,Leeds,2,0,0,0,2,0
02-04-2002,S Dunn,Aston Villa,Newcastle,0,0,0,0,0,0
06-04-2002,M Halsey,Arsenal,Tottenham,1,4,0,0,5,0
06-04-2002,J Winter,Bolton,Ipswich,0,0,0,0,0,0
06-04-2002,D Elleray,Chelsea,Everton,0,1,0,0,1,0
06-04-2002,A D'Urso,Leicester,Man United,1,1,0,0,2,0
06-04-2002,G Barber,Middlesbrough,Aston Villa,0,0,0,0,0,0
06-04-2002,S Bennett,Southampton,Derby,1,0,0,0,1,0
06-04-2002,M Riley,West Ham,Charlton,1,4,0,0,5,0
07-04-2002,P Jones,Leeds,Sunderland,2,1,0,0,3,0
08-04-2002,A Wiley,Newcastle,Fulham,1,0,0,0,1,0
10-04-2002,S Dunn,Blackburn,Chelsea,0,0,0,0,0,0
13-04-2002,"Knight, B.",Aston Villa,Leeds,2,3,0,0,5,0
13-04-2002,P Dowd,Charlton,Southampton,2,2,0,0,4,0
13-04-2002,R Styles,Derby,Newcastle,3,1,0,0,4,0
13-04-2002,U Rennie,Everton,Leicester,1,1,0,0,2,0
13-04-2002,D Gallagher,Sunderland,Liverpool,1,2,1,0,3,1
13-04-2002,N Barry,Tottenham,West Ham,0,0,0,0,0,0
20-04-2002,M Messias,Bolton,Tottenham,1,3,0,0,4,0
20-04-2002,G Barber,Chelsea,Man United,4,1,0,0,5,0
20-04-2002,R Styles,Leeds,Fulham,2,3,0,0,5,0
20-04-2002,G Poll,Leicester,Aston Villa,1,0,0,0,1,0
20-04-2002,M Riley,Liverpool,Derby,0,3,0,0,3,0
20-04-2002,N Barry,Middlesbrough,Blackburn,3,3,1,0,6,1
20-04-2002,M Dean,Newcastle,Charlton,1,2,0,0,3,0
20-04-2002,M Halsey,Southampton,Everton,2,0,0,0,2,0
20-04-2002,S Bennett,West Ham,Sunderland,3,2,0,0,5,0
21-04-2002,A Wiley,Arsenal,Ipswich,1,0,0,0,1,0
23-04-2002,U Rennie,Blackburn,Newcastle,0,2,0,0,2,0
23-04-2002,P Durkin,Fulham,Bolton,0,0,0,0,0,0
24-04-2002,S Dunn,Arsenal,West Ham,2,2,0,0,4,0
24-04-2002,A D'Urso,Ipswich,Middlesbrough,0,2,0,0,2,0
27-04-2002,D Elleray,Aston Villa,Southampton,2,1,0,0,3,0
27-04-2002,E Wolstenholme,Charlton,Sunderland,2,3,0,0,5,0
27-04-2002,G Poll,Derby,Leeds,2,0,0,0,2,0
27-04-2002,N Yates,Fulham,Leicester,3,4,0,0,7,0
27-04-2002,R Styles,Ipswich,Man United,2,0,0,0,2,0
27-04-2002,"Knight, B.",Middlesbrough,Chelsea,3,1,0,0,4,0
27-04-2002,P Durkin,Newcastle,West Ham,1,2,0,0,3,0
27-04-2002,P Jones,Tottenham,Liverpool,1,1,0,0,2,0
28-04-2002,J Winter,Everton,Blackburn,2,2,0,0,4,0
29-04-2002,D Gallagher,Bolton,Arsenal,0,0,0,0,0,0
08-05-2002,A Wiley,Liverpool,Blackburn,1,1,0,0,2,0
08-05-2002,P Durkin,Man United,Arsenal,4,2,0,0,6,0
11-05-2002,M Halsey,Arsenal,Everton,0,0,0,0,0,0
11-05-2002,C Foy,Blackburn,Fulham,3,0,0,0,3,0
11-05-2002,S Bennett,Chelsea,Aston Villa,0,1,0,0,1,0
11-05-2002,U Rennie,Leeds,Middlesbrough,2,0,0,0,2,0
11-05-2002,D Elleray,Leicester,Tottenham,0,0,0,0,0,0
11-05-2002,S Dunn,Liverpool,Ipswich,0,0,0,0,0,0
11-05-2002,G Poll,Man United,Charlton,2,0,0,0,2,0
11-05-2002,A D'Urso,Southampton,Newcastle,0,1,1,0,1,1
11-05-2002,A Wiley,Sunderland,Derby,0,1,0,0,1,0
11-05-2002,M Dean,West Ham,Bolton,2,1,0,0,3,0
17-08-2002,D Elleray,Blackburn,Sunderland,1,2,0,0,3,0
17-08-2002,G Barber,Charlton,Chelsea,0,3,1,0,3,1
17-08-2002,N Barry,Everton,Tottenham,1,1,0,0,2,0
17-08-2002,A Wiley,Fulham,Bolton,1,2,0,0,3,0
17-08-2002,G Poll,Leeds,Man City,1,1,0,0,2,0
17-08-2002,S Bennett,Man United,West Brom,1,1,0,1,2,1
17-08-2002,B Knight,Southampton,Middlesboro,0,0,0,0,0,0
18-08-2002,M Riley,Arsenal,Birmingham,0,1,0,1,1,1
18-08-2002,A D'Urso,Aston Villa,Liverpool,2,2,0,0,4,0
19-08-2002,P Durkin,Newcastle,West Ham,1,2,0,0,3,0
23-08-2002,G Poll,Chelsea,Man United,3,2,0,0,5,0
24-08-2002,D Gallagher,Birmingham,Blackburn,1,2,0,0,3,0
24-08-2002,M Messias,Bolton,Charlton,1,1,0,0,2,0
24-08-2002,J Winter,Liverpool,Southampton,0,1,0,0,1,0
24-08-2002,U Rennie,Man City,Newcastle,1,1,0,0,2,0
24-08-2002,M Dean,Middlesboro,Fulham,4,2,0,0,6,0
24-08-2002,R Styles,Sunderland,Everton,1,0,0,0,1,0
24-08-2002,C Wilkes,Tottenham,Aston Villa,2,0,0,0,2,0
24-08-2002,S Dunn,West Brom,Leeds,1,1,0,0,2,0
24-08-2002,N Barry,West Ham,Arsenal,2,5,0,0,7,0
27-08-2002,P Durkin,Arsenal,West Brom,3,2,0,0,5,0
